#ClinGen Gene Curation Results
#31 May,2020
#Genomic Locations are reported on GRCh38 (hg38): GCF_000001405.36
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
TCF20	6942	22q13.2|22q13.3	chr22:42160013-42283927	3	Sufficient evidence for dosage pathogenicity	27436265	25228304	28135719	0	No evidence available				2019-06-26		
TCF4	6925	18q21.2	chr18:55222198-55635993	3	Sufficient evidence for dosage pathogenicity	17478476	21850686	22045651	0	No evidence available				2012-02-09	610954	
TCF7L2	6934	10q25.2-q25.3	chr10:112950219-113167678	1	Little evidence for dosage pathogenicity	25363768			0	No evidence available				2019-03-27		
TCIRG1	10312	11q13.2	chr11:68038995-68053839	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	259700	
TCN2	6948	22q12.2	chr22:30607083-30627060	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	275350	
TCOF1	6949	5q32-q33.1	chr5:150357639-150400308	3	Sufficient evidence for dosage pathogenicity	9042910	12114482	15340364	0	No evidence available				2011-11-17	154500	
TCTN1	79600	12q24.11	chr12:110614027-110649130	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2015-03-23	614173	
TCTN2	79867	12q24.31	chr12:123671108-123708405	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TDGF1	6997	3p21.31	chr3:46574555-46582463	1	Little evidence for dosage pathogenicity	12073012			0	No evidence available				2011-12-27		
TDP1	55775	14q32.11	chr14:89954935-90044764	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	607250	
TECPR2	9895	14q32.31	chr14:102362912-102502481	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	615031	
TECTA	7007	11q23.3	chr11:121102666-121190806	30	Gene associated with autosomal recessive phenotype	12746400	28012541	21520338	0	No evidence available				2018-02-07	603629	
TERT	7015	5p15.33	chr5:1253167-1295626	1	Little evidence for dosage pathogenicity	17875000	12629597	16284252	0	No evidence available				2011-11-17		
TFAP2B	7021	6p12.3	chr6:50817692-50847619	3	Sufficient evidence for dosage pathogenicity	21643846	15684060		0	No evidence available				2015-08-13	169100	
TFR2	7036	7q22.1	chr7:100620416-100642780	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	604250	
TGFBR1	7046	9q22.33	chr9:99104038-99154192	2	Some evidence for dosage pathogenicity	21358634			0	No evidence available				2012-04-25	132800	
TGFBR2	7048	3p24.1	chr3:30606490-30694142	2	Some evidence for dosage pathogenicity	18781618	15235604	15731757	0	No evidence available				2012-04-11	610380	
TGIF1	7050	18p11.31	chr18:3411927-3458412	3	Sufficient evidence for dosage pathogenicity	16962354	12522553	22125506	0	No evidence available				2012-05-10	142946	
TGM1	7051	14q12	chr14:24249114-24263210	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	242300	
TGM5	9333	15q15.2	chr15:43232595-43266857	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	609796	
THRA	7067	17q21.1	chr17:40062193-40093867	0	No evidence available				0	No evidence available				2013-08-22		
TIMM8A	1678	Xq22.1	chrX:101345656-101348969	3	Sufficient evidence for dosage pathogenicity				0	No evidence available				2012-05-17	304700	
TJP2	9414	9q21.11	chr9:69099907-69255208	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	615878	
TLX3	30012	5q35.1	chr5:171309284-171312134	0	No evidence available				0	No evidence available				2018-09-25		
TMC6	11322	17q25.3	chr17:78108775-78132427	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	226400	
TMC8	147138	17q25.3	chr17:78129296-78142968	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	226400	
TMCO1	54499	1q24.1	chr1:165724291-165768922	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	213980	
TMEM135	65084	11q14.2	chr11:87037844-87328834	0	No evidence available				0	No evidence available				2015-11-02		
TMEM231	79583	16q23.1	chr16:75538117-75556286	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TMEM237	65062	2q33.1	chr2:201620184-201643529	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2015-04-08	614424	
TMEM43	79188	3p25.1	chr3:14124940-14143680	0	No evidence available				0	No evidence available				2015-11-08		
TMEM67	91147	8q22.1	chr8:93754844-93832653	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TMLHE	55217	Xq28	chrX:155489007-155612961	1	Little evidence for dosage pathogenicity	21865298	22566635	23092983	0	No evidence available				2013-08-01		
TMPRSS3	64699	21q22.3	chr21:42371887-42396846	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	601072	
TMPRSS6	164656	22q12.3	chr22:37065436-37109701	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	206200	
TNFRSF11B	4982	8q24.12	chr8:118923557-118952144	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	239000	
TNNI3	7137	19q13.42	chr19:55151767-55157732	1	Little evidence for dosage pathogenicity	18006163			0	No evidence available				2015-11-20	115210	
TNNT1	7138	19q13.42	chr19:55132698-55149354	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	605355	
TNNT2	7139	1q32.1	chr1:201359008-201377828	0	No evidence available				0	No evidence available				2015-11-15		
TNRC6B	23112	22q13.1	chr22:40044817-40335808	3	Sufficient evidence for dosage pathogenicity	25284784	25363768	27479843	0	No evidence available				2019-06-26		
TP53	7157	17p13.1	chr17:7668402-7687550	3	Sufficient evidence for dosage pathogenicity	26014290	21056402		0	No evidence available				2016-09-08	151623	
TP63	8626	3q28	chr3:189596746-189897279	1	Little evidence for dosage pathogenicity	11462173			0	No evidence available				2012-09-06		
TP73	7161	1p36.32	chr1:3652565-3736201	0	No evidence available				0	No evidence available				2012-07-06		
TPK1	27010	7q35	chr7:144451941-144836424	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	614458	
TPM1	7168	15q22.2	chr15:63042196-63071915	0	No evidence available				0	No evidence available				2015-11-09		
TPO	7173	2p25.3	chr2:1413461-1542729	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	274500	
TPRN	286262	9q34.3	chr9:137191617-137200711	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	613307	
TRAPPC10	7109	21q22.3	chr21:44012325-44106552	0	No evidence available				0	No evidence available				2012-09-06		
TRAPPC2	6399	Xp22.2	chrX:13712242-13734635	3	Sufficient evidence for dosage pathogenicity	11252002	12919139	11349230	0	No evidence available				2014-01-16	313400	
TRAPPC9	83696	8q24.3	chr8:139727725-140458579	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2015-08-06	613192	
TRDN	10345	6q22.31	chr6:123216339-123637093	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	615441	
TRHR	7201	8q23.1	chr8:109085745-109119785	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22		
TRIM2	23321	4q31.3	chr4:153152281-153339322	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	615490	
TRIM32	22954	9q33.1	chr9:116687302-116701300	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TRIM37	4591	17q22	chr17:58968068-59106921	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	253250	
TRIO	7204	5p15.2	chr5:14143350-14510204	3	Sufficient evidence for dosage pathogenicity	25533962	25363760	26721934	0	No evidence available				2018-01-24	617061	
TRIOBP	11078	22q13.1	chr22:37696988-37776556	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	609823	
TRIP12	9320	2q36.3	chr2:229763837-229923234	3	Sufficient evidence for dosage pathogenicity	27848077	28251352		0	No evidence available				2018-04-02	617752	
TRIP4	9325	15q22.31	chr15:64387804-64455303	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2018-08-16	616866	
TRMT10A	93587	4q23	chr4:99546707-99564057	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	616033	
TRMU	55687	22q13.31	chr22:46335401-46357340	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	613070	
TRPM1	4308	15q13.3	chr15:31001061-31161273	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	613216	
TRPS1	7227	8q23.3	chr8:115408496-115669633	3	Sufficient evidence for dosage pathogenicity	10615131	11950061	15523607	0	No evidence available				2012-01-12	190350	
TRRAP	8295	7q22.1	chr7:98878490-99013243	1	Little evidence for dosage pathogenicity	28263302	23042115		0	No evidence available				2019-04-24		
TSC1	7248	9q34.13	chr9:132891348-132945269	3	Sufficient evidence for dosage pathogenicity	9242607	9924605	9803264	0	No evidence available				2012-04-19	191100	
TSC2	7249	16p13.3	chr16:2047804-2088720	3	Sufficient evidence for dosage pathogenicity	9328481	10205261	17287951	0	No evidence available				2012-02-22	613254	
TSEN2	80746	3p25.2	chr3:12484432-12539624	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	612389	
TSEN54	283989	17q25.1	chr17:75516528-75524739	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22		
TSPAN7	7102	Xp11.4	chrX:38561478-38688918	2	Some evidence for dosage pathogenicity	12070254	10655063	26350204	0	No evidence available				2018-08-22	300210	
TSPEAR	54084	21q22.3	chr21:44497892-44711580	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	614861	
TTC19	54902	17p12	chr17:15999380-16045428	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	615157	
TTC21B	79809	2q24.3	chr2:165873362-165953838	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TTC37	9652	5q15	chr5:95463895-95555005	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	222470	
TTC7A	57217	2p21	chr2:46915931-47076136	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	243150	
TTC8	123016	14q31.3	chr14:88824153-88877996	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22		
TTLL5	23093	14q24.3	chr14:75661208-75955082	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	615860	
TUBA1A	7846	12q13.12	chr12:49184795-49189324	0	No evidence available				0	No evidence available				2016-04-14		
TUBB3	10381	16q24.3	chr16:89922009-89936097	0	No evidence available				0	No evidence available				2017-08-30		
TUBB4A	10382	19p13.3	chr19:6494319-6502848	0	No evidence available				0	No evidence available				2014-11-19		
TUBGCP6	85378	22q13.33	chr22:50217689-50245024	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	251270	
TUFM	7284	16p11.2	chr16:28842411-28859562	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	610678	
TWIST1	7291	7p21.1	chr7:19113047-19117672	3	Sufficient evidence for dosage pathogenicity				0	No evidence available				2012-04-26	101400	
TWIST2	117581	2q37.3	chr2:238848032-238910548	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22		
TYMP	1890	22q13.33	chr22:50525752-50530085	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	603041	
TYROBP	7305	19q13.12	chr19:35904401-35908309	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	221770	
TYRP1	7306	9p23	chr9:12693385-12710266	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22		
UBE2A	7319	Xq24	chrX:119574467-119584429	3	Sufficient evidence for dosage pathogenicity	16909393	23685073	24053514	0	No evidence available				2019-05-22	300860	
UBE3A	7337	15q11.2	chr15:25337234-25439086	3	Sufficient evidence for dosage pathogenicity	20034088	19213023	8988172	0	No evidence available				2012-08-23	105830	
UBE3B	89910	12q24.11	chr12:109477410-109543628	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	244450	
UBN2	254048	7q34	chr7:139229565-139329421	1	Little evidence for dosage pathogenicity	25363768)	28263302	25363760	0	No evidence available				2019-05-22		
UBR1	197131	15q15.2	chr15:42942897-43106088	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	243800	
UPB1	51733	22q11.23	chr22:24495060-24528681	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	613161	
UPF2	26019	10p14	chr10:11920022-12043170	0	No evidence available				0	No evidence available				2019-02-13		
UPF3B	65109	Xq24	chrX:119805311-119853028	3	Sufficient evidence for dosage pathogenicity	19238151	20479756	17704778	0	No evidence available				2012-05-10	300676	
UROS	7390	10q26.2	chr10:125784980-125823268	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	263700	
USH1C	10083	11p15.1	chr11:17493895-17544416	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2012-04-07		
USH1G	124590	17q25.1	chr17:74916083-74923263	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	606943	
USH2A	7399	1q41	chr1:215622894-216423396	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22		
USP9X	8239	Xp11.4	chrX:41085420-41236579	3	Sufficient evidence for dosage pathogenicity	26833328	24607389	28377321	0	No evidence available				2018-03-28	300919	
UVSSA	57654	4p16.3	chr4:1345662-1388049	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	614640	
VAMP7	6845	Xq28 and Yq12	chrX:155881280-155943769	0	No evidence available				0	No evidence available				2012-09-06		
VCX3A	51481	Xp22.31	chrX:6533618-6535118	0	No evidence available				40	Dosage sensitivity unlikely				2012-10-12		
VEGFA	7422	6p21.1	chr6:43770209-43786487	1	Little evidence for dosage pathogenicity	20420808			0	No evidence available				2012-04-25		
VHL	7428	3p25.3	chr3:10141635-10153670	3	Sufficient evidence for dosage pathogenicity	20151405			0	No evidence available				2017-06-28	193300	
VLDLR	7436	9p24.2	chr9:2621679-2656103	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	224050	
VPS13A	23230	9q21.2	chr9:77177353-77421537	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	200150	
VPS13B	157680	8q22.2	chr8:99007014-99877586	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2013-06-26	216550	
VPS37A	137492	8p22	chr8:17246892-17333532	30	Gene associated with autosomal recessive phenotype				0	No evidence available				2016-08-22	614898	
VPS53	55275	17p13.3	chr17:508668-714856	30	Gene associated with autosomal recessive phenotype				Not yet evaluated	Not yet evaluated				2016-08-22	615851	
WAC	51322	10p12.1|10p12.1-p11.2	chr10:28532426-28623112	3	Sufficient evidence for dosage pathogenicity	26757981	26264232	28263302	0	No evidence available				2018-02-28	616708	
